代码,日期,开盘,最高,最低,收盘,成交量,成交额,涨数,跌数,MA1,MA2,MA3,MA4,MA5,MA6
SH000001,2008/12/5,1984.25,2019.74,1975.71,2018.65,131765920,80997859328,780,87,1953.96,1924.247,1931.877,1866.58,1964.992,2315.61
SH000001,2008/12/8,2049.15,2091.28,2038.18,2090.77,185099568,1.16505E+11,881,1,1993.192,1943.618,1942.676,1878.827,1963.131,2309.127
SH000001,2008/12/9,2100.77,2100.8,2036.88,2037.74,162663376,1.04022E+11,185,690,2022.814,1958.521,1952.383,1887.691,1961.37,2302.157
SH000001,2008/12/10,2025.02,2079.55,2005.55,2079.11,145914560,93077446656,819,64,2045.554,1976.644,1963.383,1899.668,1960.259,2296.193
SH000001,2008/12/11,2072.57,2087.18,2028.72,2031.68,136534816,87773806592,141,734,2051.59,1988.026,1968.586,1908.604,1958.275,2288.615
SH000001,2008/12/12,2014.58,2023.18,1932.27,1954.22,122347216,73375907840,75,801,2038.704,1996.332,1966.975,1916.119,1956.195,2281.993
SH000001,2008/12/15,1977.03,1989.3,1936.56,1964.37,92329216,55210426368,651,213,2013.424,2003.308,1963.67,1924.272,1954.274,2274.765
SH000001,2008/12/16,1948.85,1976.71,1907.81,1975,88858896,52832686080,603,247,2000.876,2011.845,1967.298,1933.215,1954.08,2268.22
SH000001,2008/12/17,1983.83,2003.37,1971.81,1976.81,107697168,68394893312,631,218,1980.416,2012.985,1965.266,1940.422,1954.876,2261.335
SH000001,2008/12/18,1978.97,2016.56,1958.97,2015.68,104159696,64930770944,751,113,1977.216,2014.403,1966.862,1950.354,1956.874,2253.924
SH000001,2008/12/19,2006.21,2038.66,1997.12,2018.46,113438472,72954019840,517,308,1990.064,2014.384,1969.316,1959.379,1955.93,2246.562
SH000001,2008/12/22,2016.45,2016.45,1965.35,1987.75,95539136,60430364672,360,511,1994.74,2004.082,1973.85,1963.144,1951.786,2240.223
SH000001,2008/12/23,1990.04,1990.04,1895.17,1897.22,109226544,66982772736,32,853,1979.184,1990.03,1974.276,1964.932,1946.714,2233.232
SH000001,2008/12/24,1873.56,1887.31,1850.85,1863.8,83169904,48333598720,195,678,1956.582,1968.499,1972.572,1965.088,1940.831,2226.667
SH000001,2008/12/25,1865.72,1877.76,1832.35,1852.41,72833288,42169634816,360,487,1923.928,1950.572,1969.299,1962.581,1933.412,2220.007
SH000001,2008/12/26,1852.91,1866.63,1840.18,1851.52,60504952,34864414720,299,536,1890.54,1940.302,1968.317,1958.084,1926.041,2212.906
SH000001,2008/12/29,1846.3,1856.33,1815.4,1850.48,62787220,37095628800,391,431,1863.086,1928.913,1966.11,1952.084,1920.654,2206.078
SH000001,2008/12/30,1851.9,1862.93,1826.98,1832.91,64432888,37852626944,254,599,1850.224,1914.704,1963.275,1949.767,1915.239,2198.083
SH000001,2008/12/31,1834.95,1844.37,1814.75,1820.81,58598808,33526169600,182,669,1841.626,1899.104,1956.045,1943.212,1910.715,2189.798
SH000001,2009/1/5,1849.02,1880.71,1844.09,1880.71,76897552,46100959232,856,32,1847.286,1885.607,1950.005,1939.777,1907.484,2181.133
SH000001,2009/1/6,1878.81,1938.68,1871.97,1937.14,112999288,69012570112,876,12,1864.41,1877.475,1945.93,1938.702,1906.427,2173.314
SH000001,2009/1/7,1938.97,1948.23,1920.51,1924.01,101468512,63931162624,450,399,1879.116,1871.101,1937.592,1939.6,1903.934,2165.542
SH000001,2009/1/8,1890.24,1894.17,1862.26,1878.18,87735800,55076814848,162,721,1888.17,1869.197,1929.614,1939.249,1901.615,2157.208
SH000001,2009/1/9,1875.16,1909.34,1875.16,1904.86,78200208,50131263488,825,52,1904.98,1873.303,1920.901,1939.482,1900.119,2149.92
SH000001,2009/1/12,1897.7,1924.43,1886.83,1900.34,90622424,59507232768,639,209,1908.906,1878.096,1914.334,1938.898,1899.959,2143.207
SH000001,2009/1/13,1880.86,1888.3,1861.81,1863.36,79809184,49268187136,123,764,1894.15,1879.28,1909.791,1938.638,1898.838,2136.362
SH000001,2009/1/14,1862.31,1929.27,1862.3,1928.86,97810408,64187215872,879,11,1895.12,1887.118,1908.016,1939.78,1898.085,2129.283
SH000001,2009/1/15,1912.77,1937.72,1902.54,1920.2,126188776,83224641536,553,298,1903.524,1895.847,1905.276,1940.799,1897.446,2121.44
SH000001,2009/1/16,1928.92,1984.72,1928.92,1954.43,147868656,1.00032E+11,537,292,1913.438,1909.209,1904.156,1940.433,1898.423,2114.009
SH000001,2009/1/19,1971,2018.51,1966.18,1986.67,124867600,81124777984,415,438,1930.704,1919.805,1902.706,1939.938,1900.275,2106.916
SH000001,2009/1/20,1981.14,1994.8,1956.1,1994.1,82934632,55559942144,544,293,1956.852,1925.501,1901.488,1939.12,1902.85,2099.281
SH000001,2009/1/21,1965.93,2007.91,1960.52,1985.01,98646264,68074242048,330,526,1968.082,1931.601,1901.351,1935.595,1907.211,2091.947
SH000001,2009/1/22,1996.08,2009.85,1980.43,2004.95,97908224,66506084352,687,178,1985.032,1944.278,1906.738,1934.502,1911.097,2084.463
SH000001,2009/1/23,2001.17,2008.78,1986.34,1990.65,93640960,62932393984,294,589,1992.276,1952.857,1913.08,1931.553,1915.61,2077.299
SH000001,2009/2/2,2008.13,2012.74,1987.13,2011.68,90548112,61818716160,833,50,1997.278,1963.991,1921.043,1930.886,1919.745,2070.425
SH000001,2009/2/3,2011.77,2060.91,2005.02,2060.8,145237568,96712687616,847,40,2010.618,1983.735,1931.508,1934.439,1925.279,2064.467
SH000001,2009/2/4,2068.08,2108.25,2067.78,2107.74,164960192,1.10696E+11,775,98,2035.164,2001.623,1944.37,1939.218,1931.745,2058.683
SH000001,2009/2/5,2106.83,2149.47,2082.59,2098.01,179808704,1.24501E+11,235,646,2053.776,2019.404,1957.625,1943.318,1938.267,2053.319
SH000001,2009/2/6,2102.07,2185.08,2102.07,2181.23,176048848,1.20666E+11,892,1,2091.892,2042.084,1975.646,1950.132,1945.277,2049.073
SH000001,2009/2/9,2211.31,2238.88,2196.7,2224.71,208813152,1.50469E+11,852,30,2134.498,2065.888,1992.847,1957.1,1953.727,2044.951
SH000001,2009/2/10,2218.48,2266.38,2197,2265.15,186446112,1.35681E+11,708,162,2175.368,2092.993,2009.247,1965.323,1962.351,2041.097
SH000001,2009/2/11,2230.49,2305.7,2218.29,2260.82,227207552,1.72321E+11,380,491,2205.984,2120.574,2026.088,1974.425,1968.785,2038.223
SH000001,2009/2/12,2265.78,2274.2,2191.87,2248.09,188358656,1.42104E+11,519,359,2236,2144.888,2044.583,1986.121,1975.526,2036.373
SH000001,2009/2/13,2249.18,2323.12,2236.17,2320.79,219003984,1.64496E+11,861,28,2263.912,2177.902,2065.379,2001.354,1983.221,2035.237
SH000001,2009/2/16,2338.75,2389.87,2328.16,2389.37,230582880,1.77944E+11,673,196,2296.844,2215.671,2089.831,2019.253,1990.917,2034.762
SH000001,2009/2/17,2387.35,2402.8,2316.92,2319.43,218470624,1.69209E+11,118,774,2307.7,2241.534,2112.635,2034.85,1996.467,2033.782
SH000001,2009/2/18,2271.26,2295.74,2206.06,2209.86,184776352,1.35272E+11,107,785,2297.508,2251.746,2126.685,2046.829,1999.457,2031.776
SH000001,2009/2/19,2224.49,2247.61,2190.47,2227.12,147070128,1.0834E+11,695,184,2293.314,2264.657,2142.031,2059.969,2004.868,2031.003
SH000001,2009/2/20,2234.36,2262.33,2206.21,2261.48,142202944,1.09166E+11,844,44,2281.452,2272.682,2157.383,2074.658,2008.935,2030.311
SH000001,2009/2/23,2249.28,2313.59,2219.71,2305.77,176613392,1.38633E+11,877,16,2264.732,2280.788,2173.338,2088.827,2014.302,2028.499
SH000001,2009/2/24,2273.75,2295.59,2193.26,2200.64,201875312,1.58381E+11,133,760,2240.974,2274.337,2183.665,2097.61,2018.156,2026.573
SH000001,2009/2/25,2222.5,2234.01,2142.6,2206.57,169724320,1.31714E+11,450,418,2240.316,2268.912,2194.743,2107.029,2023.315,2024.918
SH000001,2009/2/26,2201.66,2237.55,2102.35,2121.25,167254032,1.27406E+11,34,854,2219.142,2256.228,2200.558,2115.131,2027.19,2022.483
SH000001,2009/2/27,2100.06,2123.24,2064.9,2082.85,139240640,98102108160,78,807,2183.416,2232.434,2205.168,2121.064,2030.273,2020.256
SH000001,2009/3/2,2066.22,2102.11,2052.99,2093.43,98491880,72211341312,744,136,2140.948,2202.84,2209.256,2127.501,2033.199,2018.184
SH000001,2009/3/3,2047.21,2088.62,2037.02,2071.42,109428664,79994306560,439,430,2115.104,2178.039,2209.787,2134.436,2036.537,2015.861
SH000001,2009/3/4,2076.61,2201.72,2076.61,2198.1,173558560,1.27893E+11,901,1,2113.41,2176.863,2214.304,2143.411,2041.595,2014.201
SH000001,2009/3/5,2220.14,2241.76,2173.49,2221.07,203032992,1.54447E+11,526,343,2133.374,2176.258,2220.458,2153.44,2047.119,2013.334
SH000001,2009/3/6,2180.78,2221.04,2171.65,2193,137166496,1.05456E+11,316,558,2155.404,2169.41,2221.046,2161.392,2050.912,2012.401
SH000001,2009/3/9,2205.74,2232.66,2116.45,2118.74,137818064,1.03789E+11,99,790,2160.466,2150.707,2215.748,2165.794,2052.866,2011.085
SH000001,2009/3/10,2097.12,2159.26,2088.15,2158.56,94182416,69210914816,830,59,2177.894,2146.499,2210.418,2171.276,2055.198,2010.095
SH000001,2009/3/11,2199.98,2203.53,2133.13,2139.02,115508400,88140677120,316,554,2166.078,2139.744,2204.328,2176.41,2056.002,2009.567
SH000001,2009/3/12,2127.72,2136.79,2086.01,2133.87,97057608,70844694528,417,449,2148.638,2141.006,2198.617,2180.707,2057.604,2009.487
SH000001,2009/3/13,2148.41,2166.02,2124.98,2128.85,92861376,71086096384,262,614,2135.808,2145.606,2189.02,2185.314,2058.434,2009.346
SH000001,2009/3/16,2122.39,2158.89,2108.61,2153.29,84310464,61350178816,712,149,2142.718,2151.592,2177.216,2190.034,2060.46,2009.367
SH000001,2009/3/17,2156.77,2225.18,2151.77,2218.32,146705664,1.12233E+11,900,2,2154.67,2166.282,2172.161,2195.285,2064.862,2010.529
SH000001,2009/3/18,2227.98,2255,2221.58,2223.72,161633264,1.25865E+11,609,240,2171.61,2168.844,2172.854,2199.151,2069.185,2011.729
SH000001,2009/3/19,2227.34,2268.13,2220.15,2265.75,156881088,1.27776E+11,847,42,2197.986,2173.312,2174.785,2204.742,2074.03,2014.055
SH000001,2009/3/20,2272.42,2294.11,2250.39,2281.08,162400256,1.3369E+11,294,578,2228.432,2182.12,2175.765,2208.071,2079.102,2016.989
SH000001,2009/3/23,2286.24,2329.17,2276.81,2325.48,171081296,1.50481E+11,773,88,2262.87,2202.794,2176.75,2211.43,2084.265,2020.569
SH000001,2009/3/24,2359.67,2369.45,2327.42,2338.41,177166576,1.49658E+11,515,350,2286.888,2220.779,2183.639,2213.872,2089.597,2022.764
SH000001,2009/3/25,2333.15,2355.68,2291.35,2291.55,157223408,1.32141E+11,162,719,2300.454,2236.032,2187.888,2214.896,2094.661,2023.223
SH000001,2009/3/26,2296.04,2362.04,2274.88,2361.7,173814560,1.42115E+11,840,38,2319.644,2258.815,2199.911,2218.683,2102.402,2024.558
SH000001,2009/3/27,2380.62,2392.76,2361.09,2374.42,202863920,1.62373E+11,511,340,2338.312,2283.372,2214.489,2220.471,2110.912,2025.871
SH000001,2009/3/30,2377.96,2380.18,2348.52,2358.04,151774000,1.26967E+11,420,433,2344.824,2303.847,2227.719,2219.426,2119.34,2026.376
SH000001,2009/3/31,2313.87,2375.71,2299.14,2373.21,158204720,1.35219E+11,486,375,2351.784,2319.336,2242.809,2221.219,2128.034,2027.038
SH000001,2009/4/1,2380.97,2422.62,2380.97,2408.01,196224704,1.66542E+11,688,183,2375.076,2337.765,2253.304,2227.824,2137.326,2028.99
SH000001,2009/4/2,2417.21,2450,2417.11,2425.29,203449920,1.72523E+11,355,516,2387.794,2353.719,2263.516,2234.43,2147.199,2031.219
SH000001,2009/4/3,2446.12,2456.81,2406.49,2419.77,184928208,1.5722E+11,224,652,2396.864,2367.588,2274.854,2239.706,2157.182,2033.949
SH000001,2009/4/7,2422.1,2449.53,2407.5,2439.17,134799536,1.1679E+11,627,238,2413.09,2378.957,2290.875,2244.153,2166.49,2036.987
SH000001,2009/4/8,2429.87,2435.38,2346.54,2347.38,162022512,1.35641E+11,111,774,2407.924,2379.854,2300.316,2249.044,2173.327,2039.877
SH000001,2009/4/9,2345,2380.92,2331.87,2379.87,126747112,1.06619E+11,734,120,2402.296,2388.686,2312.359,2254.821,2180.925,2042.43
SH000001,2009/4/10,2400.01,2444.98,2392.8,2444.22,172687680,1.55515E+11,853,14,2406.082,2396.938,2327.876,2265.586,2190.359,2045.987
SH000001,2009/4/13,2468.08,2522.43,2464.06,2513.7,208587712,1.87712E+11,629,222,2424.868,2410.866,2347.119,2279.948,2200.506,2050.313
SH000001,2009/4/14,2512,2532.08,2495.33,2527.17,177057744,1.6198E+11,571,287,2442.468,2427.779,2365.813,2294.406,2210.953,2055.456
SH000001,2009/4/15,2514.59,2542.54,2485.91,2536.05,196891456,1.74329E+11,531,326,2480.202,2444.063,2381.699,2309.894,2222.165,2060.501
SH000001,2009/4/16,2542.33,2549.31,2497.12,2534.12,202458832,1.75386E+11,469,389,2511.052,2456.674,2397.219,2321.094,2232.252,2065.169
SH000001,2009/4/17,2524.62,2539.35,2481.88,2503.92,178011808,1.57622E+11,239,628,2522.992,2464.537,2409.128,2330.523,2241.981,2069.714
SH000001,2009/4/20,2500.16,2559.03,2497.32,2557.45,163364656,1.40515E+11,794,63,2531.742,2478.305,2422.947,2342.671,2252.031,2075.228
SH000001,2009/4/21,2523.26,2552.59,2499.6,2535.82,180986656,1.54982E+11,376,472,2533.472,2487.97,2433.463,2356.574,2261.184,2080.729
SH000001,2009/4/22,2548.1,2579.21,2449.88,2461.34,213984624,1.77684E+11,86,791,2518.53,2499.366,2439.61,2366.666,2268.971,2085.911
SH000001,2009/4/23,2440.66,2474.13,2422.78,2463.95,140964368,1.13289E+11,491,355,2504.496,2507.774,2448.23,2377.497,2276.954,2092.082
SH000001,2009/4/24,2477.14,2481.52,2445.65,2448.59,124442688,1.08707E+11,242,610,2493.43,2508.211,2452.574,2387.988,2284.348,2097.722
SH000001,2009/4/27,2443.42,2452.91,2393.15,2405.34,126570360,1.0313E+11,103,765,2463.008,2497.375,2454.121,2397.204,2291.259,2103.435
SH000001,2009/4/28,2382.87,2411.42,2372.34,2401.42,104409752,90832142336,601,240,2436.128,2484.8,2456.29,2405.475,2297.755,2108.75
SH000001,2009/4/29,2401.64,2477.72,2395.48,2468.18,140227968,1.21162E+11,799,80,2437.496,2478.013,2461.038,2413.804,2304.544,2114.912
SH000001,2009/4/30,2477.91,2491.07,2461.36,2477.56,142065472,1.28416E+11,626,220,2440.218,2472.357,2464.516,2422.265,2310.708,2121.227
SH000001,2009/5/4,2486.67,2560.54,2486.22,2559.9,166068240,1.46557E+11,871,11,2462.48,2477.955,2471.246,2432.07,2318.406,2128.337
SH000001,2009/5/5,2577.41,2590.77,2552.38,2567.33,173313920,1.51484E+11,598,264,2494.878,2478.943,2478.624,2441.612,2324.841,2135.059
SH000001,2009/5/6,2563.56,2596.91,2552.62,2592.52,175516080,1.54739E+11,663,194,2533.098,2484.613,2486.292,2450.513,2330.971,2142.349
SH000001,2009/5/7,2612.12,2622.11,2566.12,2597.43,198989824,1.74951E+11,291,580,2558.948,2498.222,2498.794,2459.147,2336.51,2149.43
SH000001,2009/5/8,2586.75,2634.06,2574.57,2625.63,174623984,1.56218E+11,448,388,2588.562,2514.39,2511.082,2470.283,2342.59,2155.687
SH000001,2009/5/11,2646.28,2663.95,2579.74,2579.74,193385792,1.72322E+11,103,764,2592.53,2527.505,2517.858,2477.551,2348.117,2161.822
SH000001,2009/5/12,2562.36,2619.68,2558.96,2618.16,135343392,1.13535E+11,782,82,2602.696,2548.787,2523.081,2485.676,2353.073,2168.147
SH000001,2009/5/13,2629.03,2670.21,2608.31,2663.76,160666192,1.44853E+11,526,316,2616.944,2575.021,2529.91,2495.867,2357.646,2174.282
SH000001,2009/5/14,2631.43,2651.48,2610.22,2639.87,138342832,1.21454E+11,418,444,2625.432,2592.19,2535.102,2504.755,2362.987,2179.727
SH000001,2009/5/15,2646.88,2661.36,2623.36,2645.26,119376080,1.06608E+11,495,331,2629.358,2608.96,2540.658,2512.664,2370.244,2184.85
SH000001,2009/5/18,2632.56,2656.84,2589.61,2652.77,129358688,1.17757E+11,506,328,2643.964,2618.247,2548.101,2520.246,2377.338,2191.103
SH000001,2009/5/19,2679.38,2688.11,2660.56,2676.67,158752096,1.48278E+11,557,278,2655.666,2629.181,2554.062,2528.81,2384.258,2196.596
SH000001,2009/5/20,2680.54,2686.34,2651.01,2651.4,148167056,1.37726E+11,257,582,2653.194,2635.069,2559.841,2535.884,2390.018,2202.16
SH000001,2009/5/21,2639.13,2663.22,2598.86,2610.62,156382656,1.38836E+11,181,678,2647.344,2636.388,2567.305,2544.659,2396.851,2207.504
SH000001,2009/5/22,2595.99,2617.75,2578.59,2597.6,110703680,99118252032,467,346,2637.812,2633.585,2573.988,2551.916,2403.368,2213.342
SH000001,2009/5/25,2555.34,2618.35,2538.62,2610.01,123584720,1.12783E+11,359,493,2629.26,2636.612,2582.059,2557.443,2411.514,2219.353
SH000001,2009/5/26,2615,2618.8,2585.9,2588.57,121942688,1.18131E+11,397,446,2611.64,2633.653,2591.22,2559.938,2419.943,2225.108
SH000001,2009/5/27,2601.24,2635.31,2592.79,2632.92,115082632,1.03279E+11,437,417,2607.944,2630.569,2602.795,2563.463,2428.935,2231.067
SH000001,2009/6/1,2668.39,2726.71,2668.39,2721.28,162047312,1.56583E+11,775,90,2630.076,2638.71,2615.45,2569.638,2439.766,2238.151
SH000001,2009/6/2,2739.43,2750.87,2713.46,2724.3,171612368,1.61534E+11,467,393,2655.416,2646.614,2627.787,2575.977,2448.536,2245.065
SH000001,2009/6/3,2722.26,2778.67,2717.86,2778.58,169429344,1.59933E+11,552,291,2689.13,2659.195,2638.721,2585.132,2457.827,2252.473
SH000001,2009/6/4,2753.24,2778.24,2728.18,2767.24,189882896,1.7953E+11,348,513,2724.864,2668.252,2648.717,2592.125,2467.398,2259.155
SH000001,2009/6/5,2783.86,2791.64,2750.37,2753.88,159409520,1.54008E+11,348,507,2749.056,2678.5,2656.784,2599.394,2477.984,2265.425
SH000001,2009/6/8,2753.34,2795.13,2729.02,2768.33,147120240,1.39056E+11,391,468,2758.466,2694.271,2665.33,2609.627,2488.147,2271.672
SH000001,2009/6/9,2766.51,2788.36,2721.85,2787.87,145030688,1.33368E+11,445,421,2771.18,2713.298,2673.441,2620.424,2498.961,2277.482
SH000001,2009/6/10,2796.89,2820.57,2789.99,2816.24,158114672,1.44165E+11,639,219,2778.712,2733.921,2685.267,2632.679,2510.334,2283.969
SH000001,2009/6/11,2812.27,2828.73,2787.43,2797.32,145818320,1.32679E+11,313,557,2784.728,2754.796,2694.225,2645.745,2521.475,2289.954
SH000001,2009/6/12,2793.96,2812.66,2722.21,2743.76,141124848,1.23857E+11,144,732,2782.704,2765.88,2698.225,2657.157,2531.316,2295.888
SH000001,2009/6/15,2743.03,2790.97,2727.73,2789.54,122804320,1.08611E+11,727,138,2786.946,2772.706,2705.708,2667.869,2540.836,2302.849
SH000001,2009/6/16,2762.74,2797.48,2753.68,2776.02,115704416,1.08277E+11,347,515,2784.576,2777.878,2712.246,2677.817,2550.041,2309.613
SH000001,2009/6/17,2771.52,2813.61,2744.21,2810.12,124135680,1.17978E+11,696,170,2783.352,2781.032,2720.114,2686.158,2559.114,2316.572
SH000001,2009/6/18,2812.98,2855.4,2810.85,2853.89,152234592,1.47269E+11,533,315,2794.666,2789.697,2728.975,2695.71,2568.661,2323.881
SH000001,2009/6/19,2861.17,2886.5,2847.36,2880.49,166571216,1.51321E+11,429,418,2822.012,2802.358,2740.429,2705.309,2577.911,2331.088
SH000001,2009/6/22,2900.57,2923.23,2884.12,2896.3,161241008,1.4802E+11,305,557,2843.364,2815.155,2754.713,2715.271,2587.209,2338.403
SH000001,2009/6/23,2853.49,2941.05,2841.89,2892.68,161926240,1.44529E+11,315,546,2866.696,2825.636,2769.467,2724.173,2597.228,2345.944
SH000001,2009/6/24,2889.04,2923.47,2880.28,2922.29,152622096,1.46582E+11,660,189,2889.13,2836.241,2785.081,2735.591,2606.571,2354.487
SH000001,2009/6/25,2926.62,2946.88,2909.09,2925.04,131177680,1.29317E+11,322,529,2903.36,2849.013,2801.905,2745.821,2615.748,2363.33
SH000001,2009/6/26,2930.5,2937.61,2910.34,2928.21,117330496,1.15288E+11,452,372,2912.904,2867.458,2816.669,2754.636,2625.251,2372.295
SH000001,2009/6/29,2930.31,2976.91,2918.38,2975.31,137076240,1.36898E+11,551,273,2928.706,2886.035,2829.371,2765.817,2635.286,2381.66
SH000001,2009/6/30,2990.11,2997.27,2953.36,2959.36,136922304,1.43702E+11,280,567,2942.042,2904.369,2841.124,2776.287,2644.475,2390.901
SH000001,2009/7/1,2950.15,3009.7,2947.68,3008.14,150140448,1.53788E+11,632,224,2959.212,2924.171,2852.602,2788.133,2654.189,2400.695
SH000001,2009/7/2,3015.07,3062.56,3015.07,3060.25,174747712,1.81106E+11,558,296,2986.254,2944.807,2867.252,2800.919,2664.864,2411.023
SH000001,2009/7/3,3035.81,3088.86,3029.54,3088.36,174495888,1.77438E+11,523,335,3018.284,2965.594,2883.976,2815.484,2675.684,2421.087
SH000001,2009/7/6,3091.47,3128.31,3090.09,3124.65,199131584,2.03906E+11,437,425,3048.152,2988.429,2901.792,2832.618,2688.638,2430.983
SH000001,2009/7/7,3118.26,3130.06,3077.47,3089.45,194615504,1.88091E+11,440,426,3074.17,3008.106,2916.871,2849.013,2700.465,2440.695
SH000001,2009/7/8,3057.46,3097.96,3011.21,3080.77,177484832,1.70767E+11,555,297,3088.696,3023.954,2930.097,2864.705,2711.074,2450.716
SH000001,2009/7/9,3073.51,3123.51,3064.2,3123.03,181390272,1.84379E+11,744,128,3101.252,3043.753,2946.383,2882.521,2721.229,2460.868
SH000001,2009/7/10,3124.79,3140.04,3099.99,3113.92,174289440,1.78167E+11,466,393,3106.364,3062.324,2964.891,2898.554,2731.009,2470.981
SH000001,2009/7/13,3098.96,3112.87,3076.3,3080.56,167169424,1.72773E+11,531,333,3097.546,3072.849,2979.442,2910.53,2740.084,2481.124
SH000001,2009/7/14,3088.58,3147.59,3088.58,3145.15,177534304,1.7831E+11,808,66,3108.686,3091.428,2997.898,2924.558,2750.268,2491.26
SH000001,2009/7/15,3156.62,3188.9,3156.62,3188.55,206725616,2.17648E+11,550,302,3130.242,3109.469,3016.82,2938.224,2761.678,2501.83
SH000001,2009/7/16,3209.78,3221.07,3175.96,3183.74,205167904,2.18406E+11,263,594,3142.384,3121.818,3033.313,2952.107,2772.116,2512.074
SH000001,2009/7/17,3181.06,3197.23,3158.57,3189.74,176252784,1.86627E+11,524,334,3157.548,3131.956,3048.775,2966.636,2783.015,2522.1
SH000001,2009/7/20,3203.88,3269.17,3192.89,3266.91,211984016,2.34138E+11,728,132,3194.818,3146.182,3067.305,2983.255,2796.441,2532.706
SH000001,2009/7/21,3275.66,3279.59,3207.5,3213.21,215195920,2.32284E+11,164,721,3208.43,3158.558,3083.332,2997.433,2808.929,2542.941
SH000001,2009/7/22,3207.99,3301.42,3207.26,3296.62,187782496,2.05904E+11,763,108,3230.044,3180.143,3102.049,3013.446,2823.063,2553.705
SH000001,2009/7/23,3301.1,3331.06,3289.22,3328.49,181509536,1.954E+11,582,281,3258.994,3200.689,3122.221,3031.152,2838.448,2564.854
SH000001,2009/7/24,3343.76,3398.05,3306.9,3372.6,208990336,2.23587E+11,294,583,3295.566,3226.557,3144.44,3052.113,2854.635,2576.195
