代码,日期,开盘,最高,最低,收盘,成交量,成交额,涨数,跌数,MA1,MA2,MA3,MA4,MA5,MA6
SH000001,2008/3/7,4315.81,4341.29,4265.83,4300.52,58950768,92203524096,144,714,4345.574,4314.065,4432.478,4476.847,4842.423,5144.38
SH000001,2008/3/10,4265.6,4265.6,4120.52,4146.29,69931280,97355259904,82,782,4287.178,4309.442,4406.185,4451.242,4827.61,5133.985
SH000001,2008/3/11,4121.64,4165.91,4063.47,4165.87,54501736,79620808704,610,244,4253.262,4302.211,4384.493,4438.113,4812.179,5124.725
SH000001,2008/3/12,4254.66,4272.98,4068.78,4070.12,61516848,88663900160,104,746,4208.758,4275.819,4363.463,4417.016,4793.982,5114.015
SH000001,2008/3/13,4033.32,4055.45,3902.25,3971.26,68400880,96343793664,95,763,4130.812,4242.995,4334.411,4392.133,4773.919,5104.492
SH000001,2008/3/14,3956.75,4000.78,3891.7,3962.66,45002552,64286806016,343,507,4063.24,4204.407,4307.688,4365.499,4755.038,5094.409
SH000001,2008/3/17,3941.26,3941.26,3813,3820.05,53709176,73613180928,24,836,3997.992,4142.585,4270.283,4345.524,4736.071,5082.296
SH000001,2008/3/18,3789.57,3862.77,3607.25,3668.89,65893996,79535890432,17,845,3898.596,4075.929,4220.513,4319.223,4713.754,5068.603
SH000001,2008/3/19,3746.04,3813.87,3677.81,3761.6,68380480,88277827584,791,75,3836.892,4022.825,4180.242,4297.349,4695.168,5054.771
SH000001,2008/3/20,3721.5,3857.62,3516.33,3804.05,81305184,1.06244E+11,794,63,3803.45,3967.131,4144.085,4278.038,4677.967,5041.261
SH000001,2008/3/21,3790.11,3838.05,3746.38,3796.57,69849408,96409714688,618,215,3770.232,3916.736,4115.4,4260.564,4658.88,5027.939
SH000001,2008/3/24,3830.34,3840.47,3624.92,3626.17,63887304,88537604096,146,699,3731.456,3864.724,4087.083,4225.698,4635.257,5012.573
SH000001,2008/3/25,3559.93,3659.21,3521.52,3629.61,57290500,77829677056,633,210,3723.6,3811.098,4056.655,4193.361,4610.721,4997.364
SH000001,2008/3/26,3644.12,3698.32,3591.1,3606.85,52152380,70507847680,324,516,3692.65,3764.771,4020.295,4163.899,4583.598,4981.713
SH000001,2008/3/27,3541.27,3541.27,3407.88,3411.49,62824512,76938805248,46,815,3614.138,3708.794,3975.895,4125.872,4553.77,4964.926
SH000001,2008/3/28,3378.62,3590.75,3357.22,3580.13,72072288,90291920896,765,75,3570.85,3670.541,3937.474,4095.305,4526.216,4950.273
SH000001,2008/3/31,3465.89,3555.82,3445.55,3472.71,54362680,66825474048,67,789,3540.158,3635.807,3889.196,4058.791,4495.613,4934.134
SH000001,2008/4/1,3461.08,3493.12,3308.89,3329.15,63121928,73093939200,23,838,3480.066,3601.833,3838.881,4014.286,4463.406,4915.608
SH000001,2008/4/2,3370.6,3464.53,3283.63,3347.87,76998640,86430285824,85,769,3428.27,3560.46,3791.643,3973.648,4431.324,4896.067
SH000001,2008/4/3,3323.41,3456.93,3271.29,3446.24,64333600,66413043712,697,157,3435.22,3524.679,3745.905,3937.617,4400.097,4877.154
SH000001,2008/4/7,3418.51,3613.48,3386.51,3599.61,74804896,84589699072,859,1,3439.116,3504.983,3710.86,3911.928,4370.731,4859.055
SH000001,2008/4/8,3604.26,3656.96,3563.85,3612.53,80011840,92719513600,730,109,3467.08,3503.619,3684.172,3892.595,4341.051,4839.882
SH000001,2008/4/9,3585.84,3606.87,3413.07,3413.89,74064056,81203388416,46,818,3484.028,3482.047,3646.573,3865.119,4308.174,4819.138
SH000001,2008/4/10,3378.12,3474.31,3344.87,3471.74,55639800,59699253248,731,123,3508.802,3468.536,3616.654,3836.375,4275.439,4797.818
SH000001,2008/4/11,3498.55,3517.81,3462.12,3492.88,51120848,58985570304,688,158,3518.13,3476.675,3592.734,3809.488,4242.712,4776.158
SH000001,2008/4/14,3419.04,3427.87,3285.29,3296.66,60440564,66952392704,24,838,3457.54,3448.328,3559.435,3774.425,4206.245,4753.328
SH000001,2008/4/15,3282.57,3349.76,3212.14,3348.35,53679176,59030368256,723,132,3404.704,3435.892,3535.85,3738.095,4170.419,4732.688
SH000001,2008/4/16,3349.92,3363.21,3283.07,3291.59,48882908,53205725184,111,743,3380.244,3432.136,3516.985,3703.299,4134.549,4711.634
SH000001,2008/4/17,3286.4,3352.95,3180.18,3222.74,53155272,62507958272,81,776,3330.444,3419.623,3490.042,3667.636,4100.085,4691.262
SH000001,2008/4/18,3200.57,3203.71,3078.16,3094.65,51886324,54581268480,52,785,3250.798,3384.464,3454.572,3625.425,4065.802,4668.939
SH000001,2008/4/21,3305.14,3305.15,3073.56,3116.97,75287824,79571083264,465,379,3214.86,3336.2,3420.592,3585.973,4031.41,4646.221
SH000001,2008/4/22,3076.71,3148.73,2990.78,3147.79,58166388,58797232128,287,550,3174.748,3289.726,3396.673,3552.69,4001.966,4626.1
SH000001,2008/4/23,3116.4,3296.71,3089.88,3278.33,78084672,86113927168,840,10,3172.096,3276.17,3379.108,3523.105,3980.609,4606.839
SH000001,2008/4/24,3539.86,3593.18,3461.63,3583.02,169669168,1.89595E+11,853,1,3244.152,3287.298,3377.917,3506.868,3961.942,4588.797
SH000001,2008/4/25,3572.54,3658.55,3527.83,3557.74,154200064,1.84723E+11,465,349,3336.77,3293.784,3385.229,3493.084,3942.609,4569.302
SH000001,2008/4/28,3497.37,3530.89,3460.25,3474.72,88413248,1.09162E+11,296,534,3408.32,3311.59,3379.959,3476.82,3921.159,4548.635
SH000001,2008/4/29,3457.35,3544.22,3453.27,3523.39,76591712,99574308864,603,223,3483.44,3329.094,3382.493,3466.931,3906.228,4528.711
SH000001,2008/4/30,3545.57,3705.09,3543.01,3693.1,129116720,1.56313E+11,832,20,3566.394,3369.245,3400.69,3467.738,3893.48,4511.339
SH000001,2008/5/5,3739.79,3768.21,3696.68,3761,114998528,1.47567E+11,818,43,3601.99,3423.071,3421.347,3467.718,3882.533,4495.727
SH000001,2008/5/6,3735.84,3786.02,3680.99,3733.5,112059712,1.48302E+11,299,553,3637.142,3486.956,3435.71,3465.366,3871.702,4480.701
SH000001,2008/5/7,3716.43,3774.06,3577.99,3579.13,103084976,1.33547E+11,88,775,3658.024,3533.172,3434.686,3458.118,3859.341,4463.846
SH000001,2008/5/8,3538.9,3658.04,3523.02,3656.83,84183656,1.08817E+11,805,35,3684.712,3584.076,3436.901,3459.14,3842.419,4449.902
SH000001,2008/5/9,3682.95,3693.15,3552.47,3613.49,98179832,1.28934E+11,354,489,3668.79,3617.592,3446.881,3458.603,3825.982,4435.719
SH000001,2008/5/12,3548.61,3668.85,3521.87,3626.98,88341688,1.16712E+11,625,217,3641.986,3621.988,3454.643,3459.274,3811.586,4422.712
SH000001,2008/5/13,3515.71,3615.06,3508.32,3560.24,100877248,1.22656E+11,324,490,3607.334,3622.238,3458.011,3464.232,3795.052,4409.397
SH000001,2008/5/14,3549.65,3661.97,3549.65,3657.42,98320936,1.22319E+11,717,136,3622.992,3640.508,3476.049,3466.809,3781.057,4394.77
SH000001,2008/5/15,3676.83,3706.72,3636.22,3637.32,90776032,1.12578E+11,275,556,3619.09,3651.901,3490.498,3472.296,3765.543,4380.371
SH000001,2008/5/16,3637.62,3661.07,3582.5,3624.23,69987384,89546571776,209,603,3621.238,3645.014,3507.129,3482.132,3748.209,4366.27
SH000001,2008/5/19,3615.59,3624.84,3563.6,3604.76,52545784,67598479360,379,454,3616.794,3629.39,3526.23,3490.695,3732.171,4352.395
SH000001,2008/5/20,3601.54,3632,3432.37,3443.15,73766928,88932319232,43,799,3593.376,3600.355,3543.656,3490.592,3714.104,4336.973
SH000001,2008/5/21,3414.34,3560.52,3355.08,3544.17,83767520,96569942016,701,148,3570.726,3596.859,3565.015,3488.744,3700.336,4323.056
SH000001,2008/5/22,3493.06,3558.01,3469.79,3485.62,74141048,93894975488,256,587,3540.386,3579.738,3581.907,3484.513,3688.554,4310.568
SH000001,2008/5/23,3473.8,3521.38,3435.84,3473.09,64827600,76183953408,271,580,3510.158,3565.698,3591.645,3486.487,3675.803,4297.577
SH000001,2008/5/26,3442.29,3443.98,3361.98,3364.54,58135100,67226185728,144,713,3462.114,3539.454,3580.721,3482.913,3659.644,4284.291
SH000001,2008/5/27,3355.11,3383.66,3333.95,3375.39,46791216,55213457408,564,288,3448.562,3520.969,3571.604,3478.997,3644.242,4271.91
SH000001,2008/5/28,3382.77,3486.33,3354.25,3459.02,58691656,68719493120,792,49,3431.532,3501.129,3570.819,3484.409,3629.417,4260.707
SH000001,2008/5/29,3447.76,3481.73,3400.77,3401.42,55859472,67304824832,108,739,3414.692,3477.539,3564.72,3486.178,3612.136,4247.357
SH000001,2008/5/30,3414.25,3450.49,3390.87,3433.35,52321304,64903876608,482,338,3406.744,3458.451,3551.732,3490.903,3597.101,4235.371
SH000001,2008/6/2,3426.18,3483.61,3400.72,3459.04,52643060,61959614464,560,282,3425.644,3443.879,3536.635,3498.78,3583.208,4223.624
SH000001,2008/6/3,3456.58,3469.06,3409.22,3436.38,60382128,69390155776,347,504,3437.842,3443.202,3521.779,3510.171,3567.798,4211.295
SH000001,2008/6/4,3424.03,3428.46,3341.73,3369.9,52348532,59171319808,205,657,3420.018,3425.775,3511.317,3518.602,3552.288,4197.355
SH000001,2008/6/5,3355.91,3376.34,3326.53,3351.63,44932208,53340180480,334,512,3410.06,3412.376,3496.057,3525.397,3539.043,4183.327
SH000001,2008/6/6,3362,3371.28,3312.72,3329.66,37800208,42763182080,335,507,3389.322,3398.033,3481.865,3527.108,3525.106,4168.643
SH000001,2008/6/10,3202.11,3215.5,3045.05,3072.33,59388624,60727533568,11,860,3311.98,3368.812,3454.133,3510.085,3508.477,4151.229
SH000001,2008/6/11,3042.14,3064.2,2992.35,3024.24,54367536,54181027840,207,662,3229.552,3333.697,3427.333,3492.301,3492.693,4133.306
SH000001,2008/6/12,3011.55,3031.06,2900.11,2957.53,57426480,56831225856,291,558,3147.078,3283.548,3392.338,3475.062,3475.941,4115.489
SH000001,2008/6/13,2960.89,2976.45,2865.5,2868.8,46166400,45180874752,65,794,3050.512,3230.286,3353.913,3453.242,3460.086,4098.079
SH000001,2008/6/16,2876.29,2917.81,2811.71,2874.1,46746840,43220738048,174,668,2959.4,3174.361,3316.406,3425.942,3446.84,4080.297
SH000001,2008/6/17,2873.12,2893.47,2769.11,2794.75,48797884,43840532480,53,812,2903.884,3107.932,3275.906,3393.734,3430.726,4062.947
SH000001,2008/6/18,2772.36,2945.41,2729.71,2941.11,77755144,69029289984,844,16,2887.258,3058.405,3250.803,3367.321,3416.344,4047.155
SH000001,2008/6/19,2921.72,2921.72,2742.14,2748.87,65349652,59626569728,17,852,2845.526,2996.302,3211.039,3339.645,3398.882,4028.881
SH000001,2008/6/20,2811.08,2917.32,2695.62,2831.73,84863696,79217442816,614,227,2838.112,2944.312,3178.344,3312.142,3385.641,4010.449
SH000001,2008/6/23,2780.13,2813.12,2741.18,2760.4,46920520,41900494848,218,624,2815.372,2887.386,3142.709,3283.706,3371.154,3990.938
SH000001,2008/6/24,2747.32,2817.15,2728.83,2803.01,57185816,49942896640,790,75,2817.024,2860.454,3114.633,3256.24,3357.757,3970.677
SH000001,2008/6/25,2794.04,2910.48,2784.4,2905.01,74052208,67510403072,858,6,2809.804,2848.531,3091.114,3234.399,3349.316,3951.543
SH000001,2008/6/26,2904.09,2931.3,2851.11,2901.85,74487136,69186568192,604,223,2840.4,2842.963,3063.256,3209.213,3338.011,3932.114
SH000001,2008/6/27,2809.3,2822.26,2723.14,2748.42,70161208,61718683648,35,805,2823.738,2830.925,3030.605,3179.583,3325.939,3910.776
SH000001,2008/6/30,2724.39,2766.8,2693.39,2736.1,44112864,40556339200,476,348,2818.878,2817.125,2995.743,3149.979,3316.055,3889.731
SH000001,2008/7/1,2743.15,2753.33,2644.77,2651.6,45453360,42996490240,139,724,2788.596,2802.81,2955.371,3118.207,3304.451,3867.887
SH000001,2008/7/2,2656.03,2700.89,2627.88,2651.72,45091520,43562553344,730,138,2737.938,2773.871,2916.138,3091.826,3291.209,3845.653
SH000001,2008/7/3,2610.81,2746.36,2566.52,2703.52,77505648,74072055808,865,20,2698.272,2769.336,2882.819,3063.804,3276.274,3823.503
SH000001,2008/7/4,2691.2,2713.47,2645.82,2669.88,62687236,62000177152,372,486,2682.564,2753.151,2848.731,3036.613,3260.563,3800.807
SH000001,2008/7/7,2673.55,2801.53,2673.55,2792.38,86034032,82037579776,873,4,2693.82,2756.349,2821.867,3013.923,3250.205,3779.189
SH000001,2008/7/8,2805.6,2843.6,2754.61,2814.93,90256344,87478468608,599,245,2726.486,2757.541,2808.998,2995.602,3239.258,3757.349
SH000001,2008/7/9,2838.86,2920.54,2838.86,2920.54,108666488,1.05832E+11,828,59,2780.25,2759.094,2803.813,2980.441,3229.719,3736.215
SH000001,2008/7/10,2879.62,2952.03,2862.05,2875.45,100821680,99505897472,150,728,2814.636,2756.454,2799.708,2960.988,3222.699,3714.472
SH000001,2008/7/11,2863.81,2888.28,2821.31,2856.62,71766360,69789671424,289,580,2851.984,2767.274,2799.1,2942.828,3214.503,3692.461
SH000001,2008/7/14,2837.49,2895.3,2828.23,2878.25,60835792,59458809856,725,140,2869.158,2781.489,2799.307,2924.325,3207.614,3671.082
SH000001,2008/7/15,2886.11,2896.32,2769.9,2779.43,79053112,75183079424,113,758,2862.058,2794.272,2798.541,2901.671,3200.226,3650.155
SH000001,2008/7/16,2753.88,2765.13,2656.61,2705.86,68568848,60360593408,64,818,2819.122,2799.686,2786.779,2877.321,3193.746,3629.774
SH000001,2008/7/17,2747.95,2773.28,2676.13,2684.77,58282336,51451568128,276,586,2780.986,2797.811,2783.573,2854.483,3186.542,3608.976
SH000001,2008/7/18,2711.74,2785.53,2665.89,2778.36,65602520,59102961664,803,79,2765.334,2808.659,2780.905,2835.374,3180.385,3591.176
SH000001,2008/7/21,2759.87,2865.06,2745.63,2861.4,76770960,69669134336,886,1,2761.964,2815.561,2785.955,2819.765,3173.437,3577.023
SH000001,2008/7/22,2852.43,2868.62,2830.76,2846.11,68271224,65130356736,460,394,2775.3,2818.679,2788.11,2812.225,3161.155,3561.548
SH000001,2008/7/23,2870.92,2887.57,2831.11,2837.84,68438072,64221810688,274,591,2801.696,2810.409,2784.751,2806.011,3149.156,3545.883
SH000001,2008/7/24,2861.81,2912.7,2849.09,2910.29,81197952,77975699456,868,22,2846.8,2813.893,2785.174,2804.437,3139.749,3530.454
SH000001,2008/7/25,2875.77,2888.57,2851.91,2865.1,68343504,63867379712,232,641,2864.148,2814.741,2791.008,2804.313,3128.778,3517.503
SH000001,2008/7/28,2883.76,2924.43,2883.76,2903.01,68579904,64491646976,707,165,2872.47,2817.217,2799.353,2805.277,3115.61,3504.545
SH000001,2008/7/29,2868,2868,2827.68,2850.31,63564360,59263836160,174,715,2873.31,2824.305,2809.289,2807.129,3100.431,3491.482
SH000001,2008/7/30,2884.58,2894.36,2822.17,2836.65,53884532,48912863232,335,538,2873.072,2837.384,2818.535,2803.647,3085.484,3478.593
SH000001,2008/7/31,2844.64,2847.99,2774.1,2775.71,49622272,43577577472,68,812,2846.156,2846.478,2822.145,2804.542,3072.094,3465.717
SH000001,2008/8/1,2751.02,2830.76,2721.95,2801.81,55275268,50743918592,713,168,2833.498,2848.823,2828.741,2803.544,3057.843,3450.131
SH000001,2008/8/4,2782.98,2793.25,2738.85,2741.74,40568640,37566054400,129,755,2801.244,2836.857,2826.209,2802.922,3043.314,3434.648
SH000001,2008/8/5,2751.2,2762.26,2684.73,2690.74,46659848,42511687680,117,764,2769.33,2821.32,2820,2799.18,3027.71,3419.648
SH000001,2008/8/6,2711.6,2743.11,2678.86,2719.36,45442544,41130299392,497,348,2745.872,2809.472,2809.94,2792.992,3013.695,3404.374
SH000001,2008/8/7,2717.5,2742.7,2691.35,2727.57,44671092,38724124672,508,341,2736.244,2791.2,2802.547,2787.182,2998.198,3389.627
SH000001,2008/8/8,2724.42,2725.92,2595.9,2605.71,56105976,46304907264,20,872,2697.024,2765.261,2790.001,2782.425,2981.004,3373.274
SH000001,2008/8/11,2595.88,2601.5,2453.7,2470.07,54781004,41510408192,23,871,2642.69,2721.967,2769.592,2773.558,2961.768,3354.989
SH000001,2008/8/12,2445.21,2484.74,2430.84,2457.18,42361576,31055560704,306,564,2595.978,2682.654,2753.479,2767.077,2942.642,3337.407
SH000001,2008/8/13,2440.52,2458.76,2370.73,2446.29,47367936,35322519552,390,475,2541.364,2643.618,2740.501,2760.229,2926.028,3320.066
SH000001,2008/8/14,2432.18,2454.25,2409.01,2437.08,35297168,27731353600,552,291,2483.266,2609.755,2728.116,2751.348,2907.576,3303.956
SH000001,2008/8/15,2434.39,2476.85,2414.57,2450.61,36014376,27201867776,377,454,2452.246,2574.635,2711.729,2744.039,2890.326,3289.44
SH000001,2008/8/18,2451.77,2455.5,2318.91,2319.86,58981748,35866644480,14,876,2422.204,2532.447,2684.652,2728.288,2871.105,3273.454
SH000001,2008/8/19,2297.24,2355.91,2284.58,2344.46,44176700,27699093504,666,203,2399.66,2497.819,2659.57,2712.606,2854.104,3256.874
SH000001,2008/8/20,2332.48,2523.46,2306.65,2523.28,84807496,59038932992,893,1,2415.058,2478.211,2643.842,2699.364,2839.902,3242.073
SH000001,2008/8/21,2484.48,2518.43,2431.04,2431.71,70987704,51914051584,139,742,2413.984,2448.625,2619.913,2684.573,2822.781,3226.099
SH000001,2008/8/22,2414.45,2426.7,2362.09,2405.22,51627372,36347768832,211,652,2404.906,2428.576,2596.918,2669.526,2806.177,3209.157
SH000001,2008/8/25,2408.09,2443.99,2382.29,2413.37,37645584,26848282624,409,436,2423.608,2422.906,2572.437,2654.03,2789.177,3193.139
SH000001,2008/8/26,2384.93,2403.01,2327.22,2350.08,45299688,31328604160,57,837,2424.732,2412.196,2547.425,2639.718,2770.695,3176.951
SH000001,2008/8/27,2343.87,2385.99,2310.45,2342.13,45313216,32569014272,468,398,2388.502,2401.78,2522.699,2627.594,2752.457,3160.128
SH000001,2008/8/28,2341.95,2374.24,2333.03,2350.13,39528968,28602902528,417,424,2372.186,2393.085,2501.42,2616.439,2735.461,3143.874
SH000001,2008/8/29,2361.04,2420.84,2352.09,2397.36,53558020,37316395008,869,24,2370.614,2387.76,2481.198,2603.739,2719.557,3129.3
SH000001,2008/9/1,2380.46,2380.46,2311.72,2325.12,40737472,28678404096,143,737,2352.964,2388.286,2460.366,2585.863,2702.814,3113.96
SH000001,2008/9/2,2312.1,2329,2284.91,2304.88,38145536,25957451776,526,338,2343.924,2384.328,2441.073,2567.822,2690.023,3099.25
SH000001,2008/9/3,2301.93,2321.53,2248.06,2276.66,47500948,32463648768,377,482,2330.83,2359.666,2418.938,2549.116,2677.564,3085.128
SH000001,2008/9/4,2270.52,2295.35,2249.12,2277.4,38202468,25834811392,613,241,2316.284,2344.235,2396.43,2528.02,2666.228,3071.084
SH000001,2008/9/5,2224.52,2238.32,2199.36,2202.43,44475656,27970605056,47,840,2277.298,2323.956,2376.266,2505.931,2655.122,3057.604
SH000001,2008/9/8,2210.34,2220.54,2135.37,2143.41,43397104,27669315584,87,799,2240.956,2296.96,2359.933,2480.611,2642.944,3044.892
SH000001,2008/9/9,2152.27,2161.35,2114.5,2145.77,35492468,21768671232,669,201,2209.134,2276.529,2344.363,2457.126,2632.128,3031.427
SH000001,2008/9/10,2131.8,2185.68,2102.89,2150.75,45161048,28504635392,583,260,2183.952,2257.391,2329.585,2434.263,2618.955,3017.649
SH000001,2008/9/11,2143.39,2148.12,2070.41,2078.98,42648416,27236534272,125,761,2144.268,2230.276,2311.68,2411.039,2607.79,3003.336
SH000001,2008/9/12,2077.55,2104.62,2064.29,2079.66,34787752,22716506112,430,406,2119.714,2198.506,2293.133,2386.967,2595.256,2990.448
SH000001,2008/9/16,2049.81,2049.81,1974.38,1986.63,53970792,33820604416,153,715,2088.358,2164.657,2276.471,2361.797,2582.36,2976.757
SH000001,2008/9/17,1971.93,1999.95,1922.68,1929.04,52543624,32005441536,219,651,2045.012,2127.073,2255.7,2336.407,2567.793,2962.775
SH000001,2008/9/18,1876.12,1942.84,1802.33,1895.83,78205712,43437772800,125,762,1994.028,2088.99,2224.328,2308.956,2550.974,2950.145
SH000001,2008/9/19,2067.63,2075.09,2043.31,2075.09,69866552,41555013632,887,0,1993.25,2068.759,2206.497,2287.206,2537.194,2937.603
SH000001,2008/9/22,2241.72,2269.73,2164.79,2236.4,165326448,1.13692E+11,859,29,2024.598,2072.156,2198.056,2274.896,2528.661,2927.3
SH000001,2008/9/23,2209.12,2253.38,2181.96,2201.51,115289920,77600432128,64,828,2067.574,2077.966,2187.463,2265.944,2519.751,2917.903
SH000001,2008/9/24,2133.09,2218.29,2116.96,2216.81,74211936,49021259776,703,172,2125.128,2085.07,2180.8,2257.932,2512.504,2908.478
SH000001,2008/9/25,2214.58,2333.27,2211.45,2297.5,120054832,83512909824,808,63,2205.462,2099.745,2178.568,2252.972,2506.601,2898.905
SH000001,2008/9/26,2304.11,2310.43,2246.27,2293.78,90838416,66635112448,416,431,2249.2,2121.225,2175.75,2248.195,2499.772,2888.023
SH000001,2008/10/6,2267.38,2267.38,2172.56,2173.73,69697840,47382163456,112,770,2236.666,2130.632,2164.569,2238.966,2491.502,2876.033
SH000001,2008/10/7,2101.09,2182.99,2072.88,2157.83,66974600,47167610880,383,464,2227.93,2147.752,2156.205,2233.565,2480.927,2865.566
SH000001,2008/10/8,2095.9,2127.08,2059.08,2092.22,58859320,40761270272,130,746,2203.012,2164.07,2145.572,2225.157,2468.882,2854.07
SH000001,2008/10/9,2125.56,2130.87,2063.39,2074.58,53369616,35875033088,204,635,2158.428,2181.945,2135.468,2210.2,2454.782,2842.25
SH000001,2008/10/10,1995.95,2027.83,1963.18,2000.56,63544592,38454349824,37,846,2099.784,2174.492,2121.625,2195.829,2440.201,2831.45
SH000001,2008/10/13,1978.56,2074.46,1931.47,2073.56,68468912,41943162880,706,157,2079.75,2158.208,2115.182,2184.773,2427.15,2820.826
SH000001,2008/10/14,2139.06,2146.73,2016.18,2017.31,81131896,53353967616,115,762,2051.646,2139.788,2108.877,2171.571,2412.801,2810.208
SH000001,2008/10/15,1995.88,2013.49,1963.1,1994.66,47896864,29604089856,341,502,2032.134,2117.573,2101.322,2159.724,2399.721,2799.973
SH000001,2008/10/16,1916.13,1943.31,1901.5,1909.93,59837804,35148738560,65,821,1999.204,2078.816,2089.281,2145.317,2386.456,2790.101
SH000001,2008/10/17,1921.84,1941.29,1902.59,1930.65,45736072,26152710144,651,201,1985.222,2042.503,2081.864,2131.335,2373.887,2780.215
SH000001,2008/10/20,1924.18,1979.84,1890.92,1974.01,54057588,32116330496,837,45,1965.312,2022.531,2076.582,2117.223,2360.481,2770.433
SH000001,2008/10/21,1978.67,1996.65,1956.11,1958.52,62318900,38697701376,339,484,1953.554,2002.6,2075.176,2105.003,2345.433,2759.435
SH000001,2008/10/22,1932.67,1950.79,1894.31,1895.81,53899980,32351379456,144,731,1933.784,1982.959,2073.515,2091.367,2329.595,2745.375
SH000001,2008/10/23,1851.25,1879.84,1828.3,1875.56,54004500,32972464128,572,279,1926.91,1963.057,2072.501,2077.997,2313.557,2731.357
SH000001,2008/10/24,1875.63,1888.1,1825.52,1839.62,51634496,31704770560,183,679,1908.704,1946.963,2060.728,2063.405,2295.712,2717.731
SH000001,2008/10/27,1809.22,1809.22,1721.6,1723.35,58625432,32207683584,28,855,1858.572,1911.942,2035.075,2047.435,2276.683,2702.73
SH000001,2008/10/28,1671.39,1786.43,1664.92,1771.81,73037016,39753244672,722,154,1821.23,1887.392,2013.59,2035.049,2257.83,2686.72
SH000001,2008/10/29,1786.2,1795.08,1719.33,1719.81,62683124,35421622272,81,796,1786.03,1859.907,1988.74,2020.85,2238.988,2669.71
SH000001,2008/10/30,1732.77,1788.2,1710.72,1763.6,65750448,35407671296,643,215,1763.638,1845.274,1962.045,2007.945,2221.104,2653.294
SH000001,2008/10/31,1754.2,1765.67,1721.59,1728.78,46611692,25155807232,200,668,1741.47,1825.087,1933.795,1996.272,2203.655,2637.874
SH000001,2008/11/3,1713.76,1750.31,1702.98,1719.77,40779560,23135444992,275,582,1740.754,1799.663,1911.097,1984.275,2185.621,2621.732
SH000001,2008/11/4,1707.92,1717.1,1678.95,1706.7,44283540,23806945280,250,616,1727.732,1774.481,1888.541,1974.944,2168.371,2605.842
SH000001,2008/11/5,1716.21,1788.25,1716.21,1760.6,70096104,37571923968,866,24,1735.89,1760.96,1871.959,1969.33,2152.868,2590.289
SH000001,2008/11/6,1720.42,1728.21,1703.09,1717.72,51488496,27071744000,169,697,1726.714,1745.176,1854.117,1963.393,2136.174,2574.935
SH000001,2008/11/7,1686.52,1762.23,1680.6,1747.71,54787376,28642256896,749,122,1730.5,1735.985,1841.474,1952.48,2119.843,2559.021
SH000001,2008/11/10,1782.3,1876.16,1782.3,1874.8,107350832,56867291136,888,3,1761.506,1751.13,1831.536,1940.427,2107.661,2544.333
SH000001,2008/11/11,1872.06,1887.79,1840.91,1843.6,103059600,56734539776,269,595,1788.886,1758.309,1822.85,1928.496,2097.22,2529.494
SH000001,2008/11/12,1820.43,1863.89,1815.06,1859.11,75258600,40990801920,811,63,1808.588,1772.239,1816.073,1916.573,2087.252,2514.947
SH000001,2008/11/13,1837.27,1942.89,1825.88,1927.61,137423968,78179426304,876,10,1850.566,1788.64,1816.957,1904.243,2078.608,2502.318
SH000001,2008/11/14,1943.96,1987.26,1921.83,1986.43,147962960,87849967616,881,4,1898.31,1814.405,1819.746,1893.998,2071.097,2489.336
SH000001,2008/11/17,1981.26,2031.1,1963.85,2030.48,153064800,90212327424,846,28,1929.446,1845.476,1822.569,1889.223,2064.095,2477.21
SH000001,2008/11/18,2020.99,2050.87,1889.87,1902.43,173129168,1.01453E+11,53,833,1941.212,1865.049,1819.765,1880.71,2057.137,2464.122
SH000001,2008/11/19,1889.35,2023.91,1883.83,2017.47,145326064,84200308736,879,8,1972.884,1890.736,1825.848,1878.218,2051.688,2452.896
SH000001,2008/11/20,1977.2,2030.86,1956.73,1983.76,143965808,86046867456,435,425,1984.114,1917.34,1831.258,1875.191,2042.696,2441.299
SH000001,2008/11/21,1932.59,2013.17,1893.14,1969.38,143758160,83780370432,240,621,1980.704,1939.507,1837.746,1874.152,2034.99,2428.885
SH000001,2008/11/24,1961.2,1974.47,1893.34,1897.06,94404968,54807506944,101,777,1954.02,1941.733,1846.432,1868.268,2026.521,2416.349
SH000001,2008/11/25,1925.24,1939.36,1858.16,1888.71,78601192,45757935616,321,537,1951.276,1946.244,1852.276,1863.982,2017.776,2403.477
SH000001,2008/11/26,1890.33,1914.7,1873.17,1897.88,72458224,42237583360,510,316,1927.358,1950.121,1861.18,1860.756,2010.24,2390.467
SH000001,2008/11/27,2012.68,2022.48,1916.46,1917.86,141806560,83969163264,663,169,1914.178,1949.146,1868.893,1861.02,2003.169,2377.813
SH000001,2008/11/28,1901.68,1915.27,1856.29,1871.16,87530424,50507472896,249,608,1894.534,1937.619,1876.012,1859.037,1995.186,2365.323
SH000001,2008/12/1,1865.74,1895.75,1838.1,1894.61,90003944,52236308480,843,34,1894.044,1924.032,1884.754,1856.39,1986.807,2353.182
SH000001,2008/12/2,1856.97,1907.77,1846.53,1889.63,112980416,67566346240,577,276,1894.228,1922.752,1893.901,1854.094,1979.548,2341.181
SH000001,2008/12/3,1903.42,1965.83,1902.93,1965.41,150121680,89000042496,873,6,1907.734,1917.546,1904.141,1856.414,1973.891,2331.957
SH000001,2008/12/4,1992.72,2055.2,1985.18,2001.5,200387824,1.22822E+11,396,454,1924.462,1919.32,1918.33,1860.612,1969.305,2323.434
